Sentence,Word,POS,Tag
,khilaaf,IN,O
,tajaweez,IN,O
,laa,IN,O
,rahi,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2418,Inho,IN,O
,ne,IN,O
,pehla,IN,O
,test,IN,O
,1985,IN,O
,mein,IN,O
,khela,IN,O
,tha,IN,O
,
Sentence: 2419,sabik,IN,O
,bevi,IN,O
,ki,IN,O
,izzat,IN,O
,ochal,IN,O
,k,IN,O
,mard,IN,O
,ko,IN,O
,pak,IN,O
,hony,IN,O
,ki,IN,O
,sanad,IN,O
,nahe,IN,O
,mil,IN,O
,jati,IN,O
,.,IN,O
,.,IN,O
,pakistani,IN,O
,aurton,IN,O
,ko,IN,O
,sakhti,IN,O
,sy,IN,O
,is,IN,O
,bat,IN,O
,ko,IN,O
,radd,IN,O
,krna,IN,O
,chaye,IN,O
,
Sentence: 2420,Jo,IN,O
,thoray,IN,O
,bohat,IN,O
,grades,IN,O
,milty,IN,O
,hain,IN,O
,wo,IN,O
,bhi,IN,O
,reh,IN,O
,jain,IN,O
,gy,IN,O
,.,IN,O
,.,IN,O
,
Sentence: 2421,Bain-ul-aqwami,IN,O
,Gate,IN,O
,ways,IN,O
,ki,IN,O
,wajah,IN,O
,se,IN,O
,hamla,IN,O
,karna,IN,O
,aasaan,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2422,Rabat>:,IN,B-loc
,Moroccan,IN,B-org
,police,IN,I-org
,ne,IN,O
,coronavirus,IN,O
,ko,IN,O
,phelnay,IN,O
,se,IN,O
,roknay,IN,O
,ke,IN,O
,liye,IN,O
,muqarrar,IN,O
,pabandion,IN,O
,ki,IN,O
,khilaaf,IN,O
,warzi,IN,O
,par,IN,O
,dulha,IN,O
,dulhan,IN,O
,aur,IN,O
,baration,IN,O
,ko,IN,O
,giraftar,IN,O
,karliya,IN,O
,.,IN,O
,
Sentence: 2423,muslmano,IN,O
,khuda,IN,O
,k,IN,O
,lia,IN,O
,aik,IN,O
,ho,IN,O
,jao,IN,O
,.,IN,O
,
Sentence: 2424,Adalat,IN,O
,naay,IN,O
,sabiq,IN,O
,wazeer,IN,O
,e,IN,O
,khazana,IN,O
,Ishaq,IN,B-per
,daar,IN,I-per
,ki,IN,O
,jaedad,IN,O
,nelaam,IN,O
,karne,IN,O
,ki,IN,O
,neb,IN,O
,ki,IN,O
,darkhwast,IN,O
,Manzoor,IN,O
,kar,IN,O
,li,IN,O
,aur,IN,O
,kaha,IN,O
,ke,IN,O
,sobai,IN,O
,hukoomat,IN,O
,ko,IN,O
,ikhtiyar,IN,O
,hai,IN,O
,ke,IN,O
,jaedad,IN,O
,aur,IN,O
,asasay,IN,O
,fori,IN,O
,qabzay,IN,O
,mein,IN,O
,le,IN,O
,kar,IN,O
,nelaam,IN,O
,kere,IN,O
,.,IN,O
,
Sentence: 2425,Bharti,IN,O
,cricketer,IN,O
,Najvot,IN,B-per
,Singh,IN,I-per
,Sidhu,IN,I-per
,aik,IN,O
,baar,IN,O
,phir,IN,O
,mushkil,IN,O
,mein,IN,O
,phas,IN,O
,gaye,IN,O
,hain,IN,O
,+-+-,IN,O
,un,IN,O
,ke,IN,O
,khilaaf,IN,O
,purana,IN,O
,case,IN,O
,aik,IN,O
,baar,IN,O
,phir,IN,O
,khul,IN,O
,gaya,IN,O
,hai,IN,O
,+-+-,IN,O
,Bharti,IN,B-org
,Supreme,IN,I-org
,Court,IN,I-org
,nay,IN,O
,1998,IN,O
,mein,IN,O
,sarrak,IN,O
,haadsay,IN,O
,ke,IN,O
,case,IN,O
,mein,IN,O
,sabiq,IN,O
,cricketer,IN,O
,aur,IN,O
,congress,IN,B-org
,rehnuma,IN,O
,Sidhu,IN,B-per
,kay,IN,O
,khilaaf,IN,O
,apne,IN,O
,faislay,IN,O
,par,IN,O
,nazar,IN,O
,sani,IN,O
,ka,IN,O
,faisla,IN,O
,kya,IN,O
,hai,IN,O
,+-+-,IN,O
,Sidhu,IN,B-per
,ko,IN,O
,qaid,IN,O
,ki,IN,O
,saza,IN,O
,ka,IN,O
,saamna,IN,O
,karna,IN,O
,parsakta,IN,O
,hai,IN,O
,+-+-,IN,O
,is,IN,O
,case,IN,O
,mein,IN,O
,Bharti,IN,B-org
,Supreme,IN,I-org
,Court,IN,I-org
,nay,IN,O
,Sidhu,IN,B-per
,ko,IN,O
,aik,IN,O
,hazar,IN,O
,rupay,IN,O
,jurmane,IN,O
,ki,IN,O
,saza,IN,O
,sunai,IN,O
,thi,IN,O
,.,IN,O
,
Sentence: 2426,Dr,IN,O
,Mohammad,IN,B-per
,Al-Abad,IN,I-per
,ne,IN,O
,zor,IN,O
,day,IN,O
,kar,IN,O
,kaha,IN,O
,ke,IN,O
,nojawan,IN,O
,bhi,IN,O
,Corona,IN,O
,ki,IN,O
,waba,IN,O
,se,IN,O
,mutasir,IN,O
,ho,IN,O
,saktay,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2427,bakhabar,IN,O
,zaraye,IN,O
,ne,IN,O
,kaha,IN,O
,ke,IN,O
,karbalaa,IN,B-loc
,shehar,IN,O
,mein,IN,O
,bhi,IN,O
,1,IN,O
,shakhs,IN,O
,halaak,IN,O
,sun-hwa,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2428,me,IN,O
,pti,IN,B-org
,ko,IN,O
,vote,IN,O
,nahi,IN,O
,dun,IN,O
,ga,IN,O
,imran,IN,B-per
,khan,IN,I-per
,es,IN,O
,main,IN,O
,tera,IN,O
,ghata,IN,O
,hai,IN,O
,mera,IN,O
,kia,IN,O
,jata,IN,O
,hai,IN,O
,
Sentence: 2429,Israel,IN,B-loc
,moahida,IN,O
,ke,IN,O
,baad,IN,O
,Twitter,IN,O
,par,IN,O
,Hind,IN,B-loc
,.,IN,O
,
Sentence: 2430,Shehar,IN,O
,Hyderabad,IN,B-loc
,mein,IN,O
,mausam,IN,O
,e,IN,O
,barsaat,IN,O
,aur,IN,O
,barish,IN,O
,ke,IN,O
,pani,IN,O
,ke,IN,O
,wajah,IN,O
,se,IN,O
,kayi,IN,O
,aik,IN,O
,masail,IN,O
,hotay,IN,O
,hain,IN,O
,aur,IN,O
,kayi,IN,O
,martaba,IN,O
,to,IN,O
,yeh,IN,O
,bhi,IN,O
,dekha,IN,O
,gaya,IN,O
,hai,IN,O
,ke,IN,O
,barish,IN,O
,ka,IN,O
,pani,IN,O
,naalon,IN,O
,aur,IN,O
,gaadon,IN,O
,mein,IN,O
,jama,IN,O
,honay,IN,O
,se,IN,O
,raah,IN,O
,chaltay,IN,O
,paidal,IN,O
,rahgiron,IN,O
,aur,IN,O
,gaadi,IN,O
,sawaar,IN,O
,afraad,IN,O
,haadsay,IN,O
,ka,IN,O
,shikaar,IN,O
,ho,IN,O
,jatay,IN,O
,hain,IN,O
,jin,IN,O
,mein,IN,O
,kisi,IN,O
,ki,IN,O
,mout,IN,O
,waqay,IN,O
,honay,IN,O
,ki,IN,O
,khabar,IN,O
,bhi,IN,O
,manzar,IN,O
,aam,IN,O
,par,IN,O
,aa,IN,O
,chuki,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2431,Lock,IN,O
,down,IN,O
,se,IN,O
,mutaliq,IN,O
,GO,IN,O
,ke,IN,O
,jari,IN,O
,kardah,IN,O
,mutabiq,IN,O
,+-+-,IN,O
,koi,IN,O
,bhi,IN,O
,shakhs,IN,O
,chooth,IN,O
,ke,IN,O
,siwa,IN,O
,3,IN,O
,kilometer,IN,O
,se,IN,O
,agay,IN,O
,nahi,IN,O
,jana,IN,O
,chahiye,IN,O
,.,IN,O
,
Sentence: 2432,Ye,IN,O
,afsoosnaak,IN,O
,hai,IN,O
,ke,IN,O
,ab,IN,O
,wo,IN,O
,hamein,IN,O
,bata,IN,O
,rahay,IN,O
,hain,IN,O
,ke,IN,O
,hamein,IN,O
,ek,IN,O
,baar,IN,O
,phir,IN,O
,saabit,IN,O
,karna,IN,O
,hoga,IN,O
,ke,IN,O
,hum,IN,O
,is,IN,O
,mulk,IN,O
,ke,IN,O
,shehri,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2433,munnipti,IN,O
,waqas,IN,B-per
,amjad,IN,I-per
,dear,IN,O
,ap,IN,O
,ghalat,IN,O
,keh,IN,O
,rai,IN,O
,hain,IN,O
,inhi,IN,O
,logun,IN,O
,ki,IN,O
,wajah,IN,O
,se,IN,O
,aj,IN,O
,pti,IN,B-org
,jeet,IN,O
,gya,IN,O
,
Sentence: 2434,Chand,IN,B-per
,pasha,IN,I-per
,aur,IN,O
,kausar,IN,B-per
,begum,IN,I-per
,ki,IN,O
,harkat,IN,O
,insaaniyat,IN,O
,ko,IN,O
,sharmsaar,IN,O
,karne,IN,O
,ke,IN,O
,alawa,IN,O
,Hyderabadi,IN,O
,tahazeeb,IN,O
,ke,IN,O
,badalte,IN,O
,eqdaar,IN,O
,aur,IN,O
,aulaad,IN,O
,ki,IN,O
,tarbiyat,IN,O
,ke,IN,O
,tareeqa-car,IN,O
,par,IN,O
,nazar,IN,O
,sani,IN,O
,karne,IN,O
,ke,IN,O
,ek,IN,O
,sang,IN,O
,mil,IN,O
,saabit,IN,O
,ho,IN,O
,sakti,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2435,Enough,IN,O
,is,IN,O
,fucking,IN,O
,enough,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,they,IN,O
,are,IN,O
,fucking,IN,O
,making,IN,O
,us,IN,O
,idiot,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,selecters,IN,O
,he,IN,O
,wo,IN,O
,hain,IN,O
,jo,IN,O
,rishwat,IN,O
,lay,IN,O
,kr,IN,O
,players,IN,O
,pick,IN,O
,krty,IN,O
,.,IN,O
,.,IN,O
,sohail,IN,B-per
,akhter,IN,I-per
,HahahahhOr,IN,O
,gold,IN,O
,ctegory,IN,O
,k,IN,O
,2,IN,O
,player,IN,O
,unfit,IN,O
,this,IN,O
,is,IN,O
,selection,IN,O
,
Sentence: 2436,Qeematoun,IN,O
,mein,IN,O
,izafah,IN,O
,ke,IN,O
,bawajood,IN,O
,Gio,IN,B-org
,sasta,IN,O
,:,IN,O
,Merrill,IN,B-org
,Lynch,IN,I-org
,
Sentence: 2437,wah,IN,O
,kiya,IN,O
,bat,IN,O
,hay,IN,O
,sab,IN,O
,say,IN,O
,pehly,IN,O
,to,IN,O
,eis,IN,O
,interview,IN,O
,per,IN,O
,tabsera,IN,O
,kardoon,IN,O
,keh,IN,O
,eis,IN,O
,interview,IN,O
,kay,IN,O
,baad,IN,O
,baqi,IN,O
,reh,IN,O
,geya,IN,O
,1,IN,O
,g,IN,O
,janab,IN,O
,very,IN,O
,nice,IN,O
,bohot,IN,O
,achay,IN,O
,andaz,IN,O
,main,IN,O
,sawalat,IN,O
,kiay,IN,O
,hain,IN,O
,aap,IN,O
,nay,IN,O
,chanda,IN,B-per
,mamoon,IN,O
,umeed,IN,O
,hay,IN,O
,etnay,IN,O
,hi,IN,O
,mazay,IN,O
,dar,IN,O
,jawabat,IN,O
,bhi,IN,O
,milain,IN,O
,gay,IN,O
,
Sentence: 2438,pehlai,IN,O
,ye,IN,O
,tou,IN,O
,yaqeen,IN,O
,ho,IN,O
,ke,IN,O
,aap,IN,O
,badal,IN,O
,gayai,IN,O
,hain,IN,O
,amir,IN,B-per
,sb,IN,O
,
Sentence: 2439,Akshay,IN,B-per
,Kumar,IN,I-per
,ne,IN,O
,Supreme,IN,B-org
,Court,IN,I-org
,ki,IN,O
,janib,IN,O
,se,IN,O
,2017,IN,O
,mein,IN,O
,usay,IN,O
,sazae,IN,O
,mout,IN,O
,sunaye,IN,O
,jaane,IN,O
,ke,IN,O
,faislay,IN,O
,par,IN,O
,nazarsani,IN,O
,ke,IN,O
,liye,IN,O
,arzdasht,IN,O
,daakhil,IN,O
,ki,IN,O
,thi,IN,O
,jis,IN,O
,par,IN,O
,aaj,IN,O
,sunwai,IN,O
,ka,IN,O
,aaghaz,IN,O
,huva,IN,O
,.,IN,O
,
Sentence: 2440,inse,IN,O
,allah,IN,O
,hisab,IN,O
,lega,IN,O
,bezubanon,IN,O
,par,IN,O
,zulm,IN,O
,karte,IN,O
,hen,IN,O
,lanat,IN,O
,ho,IN,O
,in,IN,O
,jahilon,IN,O
,par,IN,O
,
Sentence: 2441,is,IN,O
,insan,IN,O
,par,IN,O
,mazeed,IN,O
,bura,IN,O
,hoga,IN,O
,
Sentence: 2442,Unki,IN,O
,shadi,IN,O
,7,IN,O
,May,IN,O
,1960,IN,O
,ko,IN,O
,laxmi,IN,O
,se,IN,O
,hui,IN,O
,thi,IN,O
,.,IN,O
,
Sentence: 2443,aaj,IN,O
,mainy,IN,O
,firdous,IN,B-per
,jamal,IN,I-per
,or,IN,O
,saba,IN,B-per
,pervaiz,IN,I-per
,ko,IN,O
,boht,IN,O
,miss,IN,O
,kia,IN,O
,aaj,IN,O
,unka,IN,O
,koi,IN,O
,scene,IN,O
,nahi,IN,O
,tha,IN,O
,in,IN,O
,dono,IN,O
,ki,IN,O
,jo,IN,O
,apas,IN,O
,main,IN,O
,talking,IN,O
,hoti,IN,O
,hai,IN,O
,woh,IN,O
,dialouges,IN,O
,boht,IN,O
,superb,IN,O
,hotey,IN,O
,hain,IN,O
,khas,IN,O
,tour,IN,O
,per,IN,O
,firdos,IN,B-per
,jamal,IN,I-per
,k,IN,O
,dialouges,IN,O
,boht,IN,O
,chubhty,IN,O
,houy,IN,O
,boht,IN,O
,toucy,IN,O
,natural,IN,O
,hotey,IN,O
,hain,IN,O
,mujhy,IN,O
,rula,IN,O
,dety,IN,O
,hain,IN,O
,
Sentence: 2444,Js,IN,O
,Qaom,IN,O
,Ka,IN,O
,Aghaz,IN,O
,Hi,IN,O
,IQRA,IN,O
,Se,IN,O
,Huwa,IN,O
,Tha,IN,O
,
Sentence: 2445,Zimma,IN,O
,daraan,IN,O
,ney,IN,O
,geherai,IN,O
,aur,IN,O
,geerai,IN,O
,se,IN,O
,jayiza,IN,O
,le,IN,O
,kar,IN,O
,usay,IN,O
,Museum,IN,O
,mein,IN,O
,numayesh,IN,O
,ke,IN,O
,liye,IN,O
,rakh,IN,O
,diya,IN,O
,.,IN,O
,
Sentence: 2446,awan,IN,O
,supreme,IN,B-org
,court,IN,I-org
,k,IN,O
,sath,IN,O
,shana,IN,O
,ba,IN,O
,shana,IN,O
,khary,IN,O
,hai,IN,O
,is,IN,O
,lya,IN,O
,supreme,IN,B-org
,court,IN,I-org
,ko,IN,O
,chayha,IN,O
,ka,IN,O
,wo,IN,O
,sakth,IN,O
,insaf,IN,O
,karyn,IN,O
,
Sentence: 2447,Corona,IN,O
,se,IN,O
,CPM,IN,B-org
,ke,IN,O
,sabiq,IN,O
,rukan,IN,O
,Assembly,IN,O
,ki,IN,O
,mout,IN,O
,
Sentence: 2448,University,IN,O
,mein,IN,O
,Hostel,IN,O
,ki,IN,O
,mehdood,IN,O
,gunjaish,IN,O
,faraham,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2449,Ye,IN,O
,dono,IN,O
,FIR,IN,O
,JNU,IN,B-org
,intizamia,IN,O
,ne,IN,O
,darj,IN,O
,ki,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2450,Riyasat,IN,O
,aab-paashi,IN,O
,ke,IN,O
,shobay,IN,O
,mein,IN,O
,chamathkar,IN,O
,kar,IN,O
,rahi,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2451,aik,IN,O
,batay,IN,O
,ki,IN,O
,mann,IN,O
,say,IN,O
,muhabat,IN,O
,lazawal,IN,O
,allah,IN,O
,dono,IN,O
,ki,IN,O
,dunia,IN,O
,or,IN,O
,akhrat,IN,O
,shandar,IN,O
,ho,IN,O
,
Sentence: 2452,Ek,IN,O
,aur,IN,O
,shikast,IN,O
,se,IN,O
,Playoff,IN,O
,mein,IN,O
,jane,IN,O
,ki,IN,O
,Punjab,IN,B-loc
,ki,IN,O
,umedon,IN,O
,ko,IN,O
,dhaka,IN,O
,lag,IN,O
,sakta,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2453,kia,IN,O
,hua,IN,O
,ap,IN,O
,k,IN,O
,sath,IN,O
,
Sentence: 2454,Unhe,IN,O
,fowri,IN,O
,tor,IN,O
,par,IN,O
,qareebi,IN,O
,Hospital,IN,O
,laya,IN,O
,gaya,IN,O
,jaha,IN,O
,unhe,IN,O
,murda,IN,O
,qarar,IN,O
,deya,IN,O
,gaya,IN,O
,.,IN,O
,
Sentence: 2455,Un,IN,O
,halaat,IN,O
,mein,IN,O
,riyasat,IN,O
,ke,IN,O
,saadhay,IN,O
,3,IN,O
,lakh,IN,O
,asatezah,IN,O
,ki,IN,O
,hukoomat,IN,O
,ke,IN,O
,khilaaf,IN,O
,mahaaz,IN,O
,aarai,IN,O
,se,IN,O
,yaqeenan,IN,O
,is,IN,O
,ki,IN,O
,pareshaaniya,IN,O
,aur,IN,O
,badheen,IN,O
,gi,IN,O
,.,IN,O
,
Sentence: 2456,2,IN,O
,takay,IN,O
,ki,IN,O
,naqli,IN,O
,moochen,IN,O
,aur,IN,O
,4,IN,O
,aanay,IN,O
,ka,IN,O
,bekaar,IN,O
,hairband,IN,O
,laga,IN,O
,ker,IN,O
,qasai,IN,O
,hi,IN,O
,lagay,IN,O
,gaa,IN,O
,
Sentence: 2457,mujh,IN,O
,se,IN,O
,to,IN,O
,sher,IN,O
,bhi,IN,O
,panah,IN,O
,mangtay,IN,O
,hain,IN,O
,
Sentence: 2458,Wo,IN,O
,apne,IN,O
,saathi,IN,O
,Hindustanyoun,IN,O
,ki,IN,O
,taraqqi,IN,O
,aur,IN,O
,khushhali,IN,O
,ke,IN,O
,liye,IN,O
,khaday,IN,O
,hue,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2459,allah,IN,O
,alhaq,IN,O
,hai,IN,O
,sach,IN,O
,humaisha,IN,O
,saamne,IN,O
,aaata,IN,O
,hai,IN,O
,
Sentence: 2460,Is,IN,O
,ne,IN,O
,mere,IN,O
,liye,IN,O
,acha,IN,O
,kaam,IN,O
,kiya,IN,O
,jab,IN,O
,tak,IN,O
,ke,IN,O
,aap,IN,O
,par,IN,O
,runs,IN,O
,bananay,IN,O
,ka,IN,O
,dabao,IN,O
,ho,IN,O
,aap,IN,O
,ko,IN,O
,hamesha,IN,O
,apne,IN,O
,aap,IN,O
,par,IN,O
,aetmaad,IN,O
,karna,IN,O
,chahiye,IN,O
,.,IN,O
,
Sentence: 2461,qaumi,IN,O
,selectors,IN,O
,bhi,IN,O
,Afridi,IN,B-per
,se,IN,O
,tahaal,IN,O
,mayoos,IN,O
,nahi,IN,O
,hain,IN,O
,+-+-,IN,O
,
Sentence: 2462,Gunah,IN,O
,krne,IN,O
,wale,IN,O
,say,IN,O
,Nahin,IN,O
,Shayd,IN,O
,Tumhari,IN,O
,Mohabbat,IN,O
,Mein,IN,O
,aa,IN,O
,kr,IN,O
,Wo,IN,O
,Gunah,IN,O
,Karna,IN,O
,hi,IN,O
,Chor,IN,O
,de,IN,O
,
Sentence: 2463,Ya,IN,O
,ALLAH,IN,O
,kram,IN,O
,kry,IN,O
,ameen,IN,O
,
Sentence: 2464,Aam,IN,O
,intikhabaat,IN,O
,2018,IN,O
,hunza,IN,B-loc
,mein,IN,O
,mobayyana,IN,O
,dhandli,IN,O
,ki,IN,O
,tehqiqaat,IN,O
,ke,IN,O
,hawalay,IN,O
,se,IN,O
,oppostion,IN,O
,aur,IN,O
,hukmaran,IN,O
,jamaat,IN,O
,mein,IN,O
,parlimani,IN,O
,committee,IN,O
,ke,IN,O
,qiyam,IN,O
,par,IN,O
,ittafaq,IN,O
,hogaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2465,salam,IN,O
,:,IN,O
,bilkul,IN,O
,theak,IN,O
,hain,IN,O
,pakistan,IN,B-loc
,acha,IN,O
,mulik,IN,O
,ha,IN,O
,
Sentence: 2466,pti,IN,B-org
,k,IN,O
,liya,IN,O
,jahangirktareen,IN,B-per
,ki,IN,O
,jad,IN,O
,o,IN,O
,jahd,IN,O
,khidmat,IN,O
,or,IN,O
,qurbani,IN,O
,be,IN,O
,misal,IN,O
,hain,IN,O
,imrankhan,IN,B-per
,pti,IN,B-org
,
Sentence: 2467,thailand,IN,B-loc
,ko,IN,O
,England,IN,B-loc
,+-+-,IN,O
,junoobi,IN,B-loc
,Africa,IN,I-loc
,+-+-,IN,O
,west,IN,B-loc
,indies,IN,I-loc
,aur,IN,O
,Pakistan,IN,B-loc
,ke,IN,O
,sath,IN,O
,group,IN,O
,B,IN,O
,mein,IN,O
,rakha,IN,O
,gaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 2468,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,lazim,IN,O
,hein,IN,O
,k,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,who,IN,O
,din,IN,O
,ke,IN,O
,jiska,IN,O
,wada,IN,O
,hay,IN,O
,jo,IN,O
,loh,IN,O
,e,IN,O
,azal,IN,O
,mein,IN,O
,likha,IN,O
,hay,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,lazim,IN,O
,hein,IN,O
,k,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,who,IN,O
,din,IN,O
,ke,IN,O
,jiska,IN,O
,wada,IN,O
,hay,IN,O
,jub,IN,O
,zulm,IN,O
,o,IN,O
,sitam,IN,O
,k,IN,O
,koh,IN,O
,e,IN,O
,garan,IN,O
,roi,IN,O
,ki,IN,O
,tarah,IN,O
,urr,IN,O
,jain,IN,O
,gay,IN,O
,jub,IN,O
,zulm,IN,O
,o,IN,O
,sitam,IN,O
,k,IN,O
,koh,IN,O
,e,IN,O
,garan,IN,O
,roi,IN,O
,ki,IN,O
,tarah,IN,O
,urr,IN,O
,jain,IN,O
,gay,IN,O
,hum,IN,O
,mehkoomon,IN,O
,ke,IN,O
,paaon,IN,O
,tale,IN,O
,ye,IN,O
,dharti,IN,O
,dhahr,IN,O
,dharh,IN,O
,dharke,IN,O
,gi,IN,O
,aur,IN,O
,ahle,IN,O
,hakam,IN,O
,ke,IN,O
,sir,IN,O
,oper,IN,O
,jub,IN,O
,bijli,IN,O
,kar,IN,O
,kar,IN,O
,karke,IN,O
,gi,IN,O
,lazim,IN,O
,hein,IN,O
,k,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,jub,IN,O
,zulm,IN,O
,o,IN,O
,sitam,IN,O
,ke,IN,O
,koh,IN,O
,e,IN,O
,garan,IN,O
,roi,IN,O
,ki,IN,O
,tarah,IN,O
,ur,IN,O
,jain,IN,O
,gay,IN,O
,roi,IN,O
,ki,IN,O
,tarah,IN,O
,ur,IN,O
,jain,IN,O
,gay,IN,O
,hum,IN,O
,mehkoomon,IN,O
,ke,IN,O
,paaon,IN,O
,tale,IN,O
,ye,IN,O
,dharti,IN,O
,dhahr,IN,O
,dharh,IN,O
,dharke,IN,O
,gi,IN,O
,aur,IN,O
,ahle,IN,O
,hakam,IN,O
,ke,IN,O
,sir,IN,O
,oper,IN,O
,jub,IN,O
,bijli,IN,O
,kar,IN,O
,kar,IN,O
,karke,IN,O
,gi,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,hum,IN,O
,dekhein,IN,O
,gay,IN,O
,jub,IN,O
,arz,IN,O
,e,IN,O
,khuda,IN,O
,ke,IN,O
,katabay,IN,O
,se,IN,O
,sub,IN,O
,butt,IN,O
,uthwai,IN,O
,jain,IN,O
,gay,IN,O
,hum,IN,O
,ahle,IN,O
,safa,IN,O
,mardood,IN,O
,e,IN,O
,haram,IN,O
,masnad,IN,O
,pe,IN,O
,bithai,IN,O
,jain,IN,O
,gay,IN,O
,sub,IN,O
,taj,IN,O
,uchale,IN,O
,jain,IN,O
,gay,IN,O
,sub,IN,O
,takht,IN,O
,giray,IN,O
,jain,IN,O
,gay,IN,O
,hum,IN,O
,dekhien,IN,O
,gay,IN,O
,bus,IN,O
,naam,IN,O
,rahe,IN,O
,ga,IN,O
,allah,IN,O
,ka,IN,O
,jo,IN,O
,ghaib,IN,O
,bhi,IN,O
,hay,IN,O
,hazir,IN,O
,bhi,IN,O
,jo,IN,O
,nasir,IN,O
,bhi,IN,O
,hay,IN,O
,mansir,IN,O
,bhi,IN,O
,uthay,IN,O
,gay,IN,O
,unal,IN,O
,haq,IN,O
,ka,IN,O
,nara,IN,O
,jo,IN,O
,mein,IN,O
,bhi,IN,O
,hon,IN,O
,aur,IN,O
,tum,IN,O
,bhi,IN,O
,ho,IN,O
,aur,IN,O
,raj,IN,O
,kare,IN,O
,gi,IN,O
,khalq,IN,O
,e,IN,O
,khuda,IN,O
,jo,IN,O
,mein,IN,O
,bhi,IN,O
,hon,IN,O
,aur,IN,O
,tum,IN,O
,bhi,IN,O
,ho,IN,O
,hum,IN,O
,dekhien,IN,O
,gay,IN,O
,bus,IN,O
,naam,IN,O
,rahe,IN,O
,ga,IN,O
,allah,IN,O
,ka,IN,O
,jo,IN,O
,ghaib,IN,O
,bhi,IN,O
,hay,IN,O
,hazir,IN,O
,bhi,IN,O
,jo,IN,O
,nasir,IN,O
,bhi,IN,O
,hay,IN,O
,mansir,IN,O
,bhi,IN,O
,uthay,IN,O
,gay,IN,O
,unal,IN,O
,haq,IN,O
,ka,IN,O
,nara,IN,O
,jo,IN,O
,mein,IN,O
,bhi,IN,O
,hon,IN,O
,aur,IN,O
,tum,IN,O
,bhi,IN,O
,ho,IN,O
,aur,IN,O
,raj,IN,O
,kare,IN,O
,gi,IN,O
,khalq,IN,O
,e,IN,O
,khuda,IN,O
,jo,IN,O
,mein,IN,O
,bhi,IN,O
,hon,IN,O
,aur,IN,O
,tum,IN,O
,bhi,IN,O
,ho,IN,O
,
Sentence: 2469,iske,IN,O
,nataij,IN,O
,Unnao,IN,B-loc
,se,IN,O
,bhi,IN,O
,ziyada,IN,O
,kharab,IN,O
,hosakte,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 2470,Guman,IN,O
,mien,IN,O
,khobsurat,IN,O
,acting,IN,O
,ne,IN,O
,Farooq,IN,B-per
,Sheikh,IN,I-per
,ka,IN,O
,career,IN,O
,mustehkam,IN,O
,kiya,IN,O
,aur,IN,O
,inhe,IN,O
,markazi,IN,O
,roles,IN,O
,ki,IN,O
,peshkash,IN,O
,hone,IN,O
,lagi,IN,O
,
Sentence: 2471,We,IN,O
,will,IN,O
,try,IN,O
,our,IN,O
,best,IN,O
,to,IN,O
,build,IN,O
,greater,IN,O
,team,IN,O
,next,IN,O
,time,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,thanks,IN,O
,for,IN,O
,the,IN,O
,support,IN,O
,
Sentence: 2472,10000000,IN,O
,times,IN,O
,Lanat,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,!,IN,O
,!,IN,O
,Aisay,IN,O
,system,IN,O
,per,IN,O
,jo,IN,O
,Insaaf,IN,O
,naa,IN,O
,kersacay,IN,O
,.,IN,O
,.,IN,O
,.,IN,O
,and,IN,O
,ye,IN,O
,begherat,IN,O
,leaders,IN,O
,sitting,IN,O
,in,IN,O
,Parlement,IN,B-org
,!,IN,O
,!,IN,O
,
Sentence: 2473,Alhamdulilah,IN,O
,se,IN,O
,yaad,IN,O
,hain,IN,O
,copy,IN,O
,paste,IN,O
,nahi,IN,O
,karne,IN,O
,partey,IN,O
,
Sentence: 2474,aamirliaquat,IN,B-per
,agar,IN,O
,cricket,IN,O
,ya,IN,O
,country,IN,O
,ka,IN,O
,bhala,IN,O
